cid,mp
9032,"634 °C"
145068,"-163.6 °C"
24597,"975 °C"
N/A,"MP 35-50 °C WITH SOFTENING"
14817,"285 °C"
4873,"771 °C"
23673461,"350 °C; decomposes at 370 °C with evolution of oxygen."
24295,"-93.8 °C"
12145,"19.5 °C"
14818,"172.5 °C"
31253,"< -10 °C"
14940,"1840 °C"
11430,"899 °C"
23663620,"Decomp @ 190 °C"
30856,"500 °C (decomp)"
6040503,"111 °C"
7579,"189 °C (decomposes"
2723949,"113-114 °C"
7257,"71-72 °C"
8749,"92.5-93.5 °C"
227,"144-146 °C"
6945,"32 °C"
8489,"46 °C"
7015,"51 °C"
7102,"51.0 °C"
8033,"-40 °C"
6393,"-183.582 °C"
56955933,"Approximately 1340 °C"
7902,"-65 °C"
8074,"-70.3 °C"
7693,"31.3 °C"
8147,"Freezing point= -32.8 °C"
3024,"-52.5 °C"
6382,"-110.1 °C"
6328,"-66.5 °C"
11137,"96.8 °C"
6028,"70 °C"
1017,"Decomposes at 230 °C"
7285,"-13.9 °C"
7810,"7.5 °C"
23994,"419.53 °C"
8346,"25 °C"
4937,"229.7 °C"
2723790,"176-178 °C"
24744,"139-142 (143-144 °C)"
3346,"7 °C"
9317,"280 °C"
6099,"100-110 °C (decomposes)"
10777,"88 °C"
11493,"77-78 °C"
10871,"178-179 °C"
11485,"86-88 °C"
6574,"-35 °C"
7933,"33.5 °C"
4684,"42.8 °C"
7245,"9.8 °C"
22188,"175-177 °C"
19583,"[Melnikov NN; Residue Reviews; FA Gunther & JD Gunther, Ed; Springer-Verlag, NY, NY, 36: 154 (1971)] 161-162 °C"
6581,"13.56 °C"
637563,"21.3 °C"
6322,"244 °C"
5960,"270-271 °C"
26126,"60 °C; decomposes at 100-200 °C"
7628,"170.9 °C"
24501,"Decomposes"
N/A,"2300 °C"
24632,"1353 °C"
289,"105 °C"
11009,"474 °C"
7868,"-93.5 °C"
N/A,"Freezing Point: < -9 °C"
N/A,"-54.99 °C"
6950,"38-42 °C"
642197,"2 °C"
6895,"51.3 °C"
262,"19 °C"
11429,"-50 °C"
9570071,"99-100 °C"
736366,"198 °C"
N/A,"68 °C"
7551,"75-76 °C"
14119,"128 °C"
5053,"56.5 °C (pure (1-RS)-trans isomer)"
10234,"66-67 °C"
4928,"91 to 92 °C"
13305,"55-59 °C"
8313,"196 °C"
9411,"158 °C"
15531,"MP: 194-195 °C (sublimes at 135 °C/0.15 mm Hg)"
N/A,"None; turns to glass at -43 °C"
13450,"104 °C"
13783,"56-57 °C"
8809,"-31.7 °C"
2566,"153.2 °C"
21307,"91.5 to 92.5 °C and 98 to 101 °C, reflecting two crystalline structures which revert to one in solution."
8371,"292 °C (SEALED TUBE)"
11380,"27 °C"
7639,"75-76 °C"
25912,"95-97 °C"
N/A,"35 °C"
9836,"36 °C"
10107,"-23 to -19 °C"
13836,"239 °C (decomposes)"
17581,"133-135 °C"
6621,"98 °C"
15910,"252.1 °C"
9300,"60-60.5 °C"
16693908,"960-1027 °C"
18346908,"1235 °C"
9864,"45-46 °C"
16682942,"156 °C"
6197,"119.5-121 °C; also listed as 115-16 °C"
16554,"138 °C (PURE)"
17516,"87-87.5 °C"
24738,"167 °C"
16686,"122-123 °C"
299,"350 °C (decomp)"
25146,"67-69 °C /solid/; 62-64 °C when recrystallized from toluene and hexane"
7157,"145 °C"
6543,"FP: 164-166 °C"
8830,"-29.0 °C"
17168,"53 °C"
14145,"105-105.6 °C"
5284376,"25-30 °C"
7541,"159-160 °C"
28935,"72-73 °C"
6624,"70 °C"
7430,"195 °C"
4477,"225-230 °C"
8427,"117.5 °C"
7327,"45-47 °C"
15787,"70-71 °C"
9272,"-1.7 °C"
18771,"220 °C"
15530,"212-213 °C"
9738,"65 °C"
3082,"52-52.5 °C"
17345,"25-26 °C"
31200,"0.3 °C"
5371562,"54-55 °C"
4096,"44.9 °C"
13709,"39 °C"
10800,"86 °C"
14994,"126 °C"
6531,"-20 °C"
6588,"0 °C"
7732,"57.2 °C"
16685273,"550 °C"
6093286,"408 °C"
727,"Varies with isomeric composition"
14775,"2578 °C"
73415757,"260 °C DECOMP"
11073337,"450 °C (crystal)"
10560,"-165 °C"
6387,"-0.5 °C"
10564,"500 °C (decomposes)"
14783,"approximately 1480 °C"
14778,"2613 °C"
5284469,"65-90 °C"
10522,"36 to 37.5 °C"
31369,"-130 °C"
517277,"2435 °C"
N/A,"Decomposes at about 400 °C"
23978,"1083 °C"
323,"71 °C"
8079,"-103.5 °C"
3035,"89 °C"
8411,"137 °C"
9550,"-145 °C"
7280,"5 °C"
7070,"132.5 °C"
7206,"9 °C"
7173,"5-10 °C and 20-25 °C (two forms)"
7765,"-100 °C"
6163,"-25 °C"
7061,"-38.8 °C"
8413,"129-131 °C"
8554,"5.5 °C"
10788,"106 °C"
2723650,"203 °C"
7525,"-62.78 °C"
26710,"180 °C"
284,"8.3 °C"
3767,"171.4 °C"
24572,"280 °C (decomposes)"
11727,"315 °C, decomposes"
24460,"844 °C"
5284406,"75 °C"
14792,"2825 °C"
7515,"-57 °C"
28780,"140 °C (decomposes)"
16945,"485 °C (decomposes)"
14823,"2375 °C"
14802,"795 °C"
18746,"DECOMPOSES BEFORE REACHING MELTING POINT."
26039,"-19.3 °C"
N/A,"1955 °C"
944,"-41.6 °C"
7474,"82-84 °C"
15939,"Colorless crystals; mp: 300 °C (decomposes); very soluble in water, slightly soluble in lower alcohols. Insoluble in hydrocarbons. Hydrolyzed by alkali. Inactivated by inert clays and anionic surfactants; corrosive to metal; non-volatile /Paraquat dichloride/"
16682730,"149 °C"
6334,"-187.6 °C"
14264,"31 °C"
47275,"57 °C when rapidly heated"
6394,"-30.2 °C"
31357,"Less than -80 °C"
6794,"337 °C"
8947,">355 °C"
17110,"136 °C"
17717,"90-91 °C"
8686,"49-50 °C"
17435,"17 TO 18 °C"
17432,"22 °C"
13263,"83.6 °C"
8297,"65.5-66.7 °C"
14337,"11.5 °C"
3289,"-13 °C"
7211,"-40 °C"
4618,"<-20 °C"
16562,"163-164.5 °C"
441140,"220 °C"
8303,"-2 °C"
8370,"228.83 °C"
54678504,"172-176 °C"
12572,"68-71 °C"
13290,"68-70 °C"
13904,"85 °C"
28936,"77 °C"
22094,"73 °C"
9502,"93-94 °C"
12901,"72-72.7 °C"
61021,"246.2 °C (closed capillary)"
4109,"78-79 °C"
7207,"100 °C; (technical 95-100 °C)"
7153,"93-95 °C"
16073,"45-46 °C"
17109,"171 °C"
18290,"95-96 °C"
8594,"203 °C"
13814,"190-198 °C"
9037,"17 °C"
101008927,"<-20 °C"
21330,"119.5 to 121.5 °C"
6720,"144 °C"
26597,"103 °C"
15643,"101-103 °C"
7017,"59 °C"
25750,"-45 °C"
6732,"108.5-110.5 °C"
11378442,"315 °C"
15546,"206 °C"
7159,"180 °C"
6758,"176 °C"
16116,"135 °C"
5216,"225 to 227 °C (decomp)"
5235,"993 °C"
5366415,"Decomposes without melting"
19649,"MW: 1457.383. Powder. MP: aproximately 230 °C /Streptomycin sulfate; 3810-74-0/"
15331,"154-155 °C"
15969,"113 °C"
8330,"99.5 °C"
8305,"146.5 - 147.5 °C"
8286,"114-120 °C"
6421,"57.5 °C"
5543,"34 °C"
9864905,"196 °C"
16682804,"122-123 °C"
9907219,"119 °C"
14993,"176 °C"
54678486,"161 °C"
5284484,"157 °C (decomposes)"
8722,"246 °C"
5950,"297 °C (decomposes)"
22311,"-95.5 °C"
6274,"287 °C (decomp)"
1118,"10.31 °C"
335,"31.0 °C"
2879,"34.77 °C"
342,"12.2 °C"
7802,"-39 °C"
N/A,"38-42 °C"
31276,"-78.5 °C"
8020,"-105 °C"
31217,"3.5 °C"
6140,"283 °C decomposes"
24825,"Sublimes at 1000 °C"
61534,"Decomposes at 230 °C"
21871923,"780 °C"
N/A,"236-237 °C"
N/A,"0 °F"
N/A,"85-90 °C"
24762,"MP: 30-34 °C /POLYETHYLENE GLYCOL 400 MONOSTEARATE USP XVI/"
N/A,"Freezing point: -10 °C"
4133,"-8.6 °C"
N/A,"14-19 °C"
N/A,"FP: -18 °C"
7667,"min, - 2 °C"
N/A,"25-30 °C"
22044,"29 °C"
6366,"-122.5 °C"
5281,"69.3 °C"
441071,"284 °C"
6057,"344 °C"
8066,"50 °C"
25489,"Decomposes at melting point"
25508,"-21 °C"
N/A,"2.2 °C"
25541,"Freezing point: -4 °C"
28202,"490 °C"
8712,"15 °C"
7930,"Below -20 °C"
7811,"43-44 °C"
6645,"28-29 °C"
6101,"106-107 °C /ANHYDROUS/"
5430,"304-305 °C"
6496,"-26 °C"
12679,"FP: 5-7 °C"
11205,"90.1 °C"
6214,"Sublimes"
6419,"-28.78 °C"
10667,"145-7 °C (decomp)"
8530,"128.5 °C"
6862,"134.5-135.5 °C"
8298,"37.0 °C"
6954,"121 °C"
8256,"CRYSTALS; ODOR OF CHLORAL; PUNGENT TASTE; MP: 53.5 °C; DIPOLE MOMENT IN BENZENE: 2.56 D; DELIQUESCENT /HYDRATE/"
7242,"-14.41 °C"
7934,"-31.3 °C"
7813,"43.6 °C"
7240,"-14 °C"
7932,"-10.4 °C"
7812,"72.5 °C"
2727,"127-129 °C"
7899,"41 °C"
6636,"62 °C"
6635,"86.5 °C"
7511,"250-252 °C"
12007,"7 °C"
7255,"26 °C"
7251,"30 °C"
7260,"26 °C"
12661,"-6.5 °C"
31261,"-23 °C"
7853,"-88.2 °C"
24409,"97.5 °C"
10439,"58.1 °C"
16211460,"Decomposes @ 380 °C"
8577,"Decomposes"
10553,"-133.61 °C"
7000,"6.2 °C"
6780,"286 °C"
7367,"-5.0 °C"
7368,"-29.05 °C"
5359367,"271 °C"
8490,"205.5 °C"
5237,"35.2 °C"
8593,"218 °C"
1201546,"168.5 °C (CAPILLARY); 170.5-171 °C (HOT STAGE)"
7467,"20-21 °C"
8698,"-22 °C"
8496,"347 °C"
6893,"< -15 °C"
7250,"-14.3 °C"
7259,"15.5 °C"
6896,"11.2 °C"
7248,"51 °C"
7949,"9.8 °C"
7616,"-93.5 °C"
11775,"127 °C"
8794,"-23.8 °C"
12141,"LESS THAN -75 °C"
7509,"-30 °C"
2347,"-35 °C"
5962,"224 °C, decomposes"
5862,"260 °C decomposes"
11831,"158 °C"
11100,"138-39 °C"
370,"sublimes at 210"
6326954,"937.2 °C"
90478414,"1115.0 + or - 4 °C"
7857,"less than -72 °C"
23985,"1064.76 deg  C"
10005,"209.5 °C"
135398634,"360 °C (DECOMP)"
16850,"315 °C (decomposes)"
9999,"-27.83 °C"
7268,"-38.5 °C"
5610,"164-165 °C"
5936,"-82 °C"
5288826,"255 °C"
6009,"107-109 °C"
3278,"121-122 °C"
6051,"128 °C"
2148,"198-199 °C"
6108,"Sublimes"
N/A,"183 °C"
9877911,"700 °C /Radium metal/"
5359371,"180-182 °C"
192197,"185-188 °C"
10219,"74 °C"
5828,"306 °C, decomposes"
6000,"Needles from water; mp: 268 °C (effervescence); specific optical rotation: -258 deg @ 20 °C (c=0.38) for the anhydrous salt /Chloride, l-Form/"
10313134,"650 °C"
24841,"-50.8 °C"
8961,"91-93 °C"
7018,"155 °C"
9169,"400 °C"
27441,"230 °C"
18932,"143 °C"
16932,"74 °C"
568,"86.5 °C"
6854,"245 °C"
6853,"114.76 °C"
995,"99 °C"
444795,"180-182 °C"
3677,"YELLOW CRYSTALS; MP: 155-156 °C /PICRATE/"
11079,"255-260 °C"
5280954,"238-239 °C (vacuum)"
12588,"28.9 °C"
7564,"75 °C"
3821,"92.5 °C"
5944,"218 °C"
23668195,"381 °C decomposes with oxygen evolution"
31132,"MP: DECOMP"
24580,"700 °C"
N/A,"27-42.5 °C"
6944,"-9.55 °C (alpha-form); -3.85 °C (beta-form)"
6992,"21 °C"
7721,"34 °C"
7807,"66-66.5 °C"
8002,"-112 °C"
10485,"-16.2 °C"
6554,"-112 °C"
7174,"75 °C"
N/A,"118.5 °C"
4174,"50-51 °C"
3034034,"177 °C (some decomposition)"
2723601,"GREATER THAN 360 °C"
4114,"148 °C"
16682924,"176-186 °C"
6335,"-102.7 °C"
108177,"279 °F (137.2 °C)"
25484,"FREEZING POINT: -80 °C"
7881,"-13 °C"
7612,"-95.54 °C"
N/A,"99.6 °C"
5558,"8.69 °C"
7814,"145-147 °C"
16591,"-15 °C"
6333,"-87.9 °C"
33,"-16.3 °C"
23690431,"245 °C DECOMP"
8010,"32 °C"
24258,"-146 °C"
24547,"-223.8 °C"
7903,"-104.3 °C"
23995,"1854 °C"
26793,"410 °C"
24817,"437 °C (triple point)"
6327182,"449.8 °C"
23956,"2996 °C"
23948,"1964 °C"
24559,"MP: -37.6 °C @ > 1 atm /triple point/"
8289,"49.39 °C"
7076,"87 °C"
6766,"56.2 °C"
131842327,"1500 °C"
7577,"92.5 °C"
24930,"Decomposes >700 °C"
5359327,"752 °C"
24599,"Decomposes"
N/A,"Yellow, hygroscopic crystals; melting point: 115 °C (decomposes); insoluble in water /Dihydrate/"
23989,"1135 °C"
2336,"179 °C"
5641,"49 °C"
14985,"3 °C"
6407,"-57.5 °C"
6528,"-40 °C"
6529,"77.5 °C"
6535,"-56.4 °C"
N/A,"-74 °C"
6540,"-70 °C"
6709,"162 °C"
7254,"-13.5 °C"
7423,"114 °C"
7540,"25 °C"
8295,"-55 °C"
8441,"141 °C"
31356,"FP: 5.5 °C"
8509,"170-171 °C"
11568,"123 °C"
11722,"52-54 °C"
12306,"60 °C"
12958,"<50 °C"
13361,"29 °C"
15628,"93 °C"
16180,"85-87 °C"
19841,"90-91 °C"
21492,"43 °C"
23467,"59 °C"
27982,"74-75 °C"
31899,"Melting Point = 102 °C /Formetanate/"
30709,"70.2-70.6 °C"
7543,"110 °C"
7570,"37 °C"
7114,"114 °C"
25204,"961 °C"
24009,"1,014 °C"
N/A,"101-102 °C"
403,"187.5 °C"
31244,"0 °C"
7371,"50-51 °C (ANHYDROUS)"
2682,"49.3 °C"
8902,"-63 °C"
13583,"28.3 °C"
7276,"-35.6 °C"
8907,"13.5 °C"
7955,"354 °C"
4093,"16 °C"
7005,"96 °C"
8607,"177 °C"
12025,"25.0 °C"
5144,"11.2 °C"
12471,"78.5 °C"
N/A,"< -30 °C"
6598,"-33 °C"
6916,"-32 °C"
134692469,"Supercools"
6734,"93 °C"
6724,"261 °C"
9161,"89.4 °C"
7863,"45 °C"
14041,"95-96 °C"
904,"114.3 °C"
7635,"-80 °C"
7592,"86 °C"
22563,"136 °C"
32579,"132.7-133.8 °C"
23879,"144.3-145.1 °C"
18607,"192-193 °C"
13253,"7.5 °C"
26604,"35-36 °C"
38738,"39.5-40 °C"
12078,"45-47 °C"
443162,"Solidifies @ 36.4 °C"
4904,"120-121 °C"
24568,"ABOUT 60 °C"
6096946,"150 °C (DECOMP)"
8986,"120-122 °C"
9731,"-1.9 °C"
6053,"114-117 °C"
10693,"235 °C"
6913,"-5 °C"
7051,"24.5 °C"
11584,"Freezing point: -96 °C"
8820,"114.5-115 °C"
1133,"-16.5 °C"
31257,"84 °C"
31277,"129 °C"
16699,"FREEZING POINT: -70 °C"
7587,"66-67 °C"
8494,"81 °C"
7468,"106 °C"
8481,"149 °C"
8880,"63-65 °C"
7867,"35 °C"
18430,"-40 °C"
13584,"54 °C"
20781,"86-87 °C"
6996,"11.9 °C"
16183,"198 °C"
12573,"-51 °C"
7723,"31 °C"
7270,"139.5 °C"
7804,"87.3 °C"
9590,"27 °C"
11454,"-65 °C"
11955,"115 °C"
5443,"168-169 °C"
8653,"78 °C"
8706,"132 °C"
7408,"-65 °C"
10307,"54-56 °C"
7565,"18.72 °C"
8068,"Freezing point: -75.0 °C"
2969,"31.5 °C"
12979,"29 °C"
7595,"238 °C"
700999,"154 °C"
27375,"147-148 °C"
5977,"97 °C"
31296,"-20 °C"
19232,"213-214 °C"
6799,"95.3 °C"
301,"100 °C"
10849,"LESS THAN -70 °C"
7764,"-22.5 °C"
7179,"137-138 °C"
12867,"65-67 °C"
6401,"-26 °C"
8621,"95-96 °C"
6826,"18.5-19.5 °C"
N/A,"181-182 °C"
6719,"141-145 °C"
11486,"125 °C"
10867,"49.5 °C"
7222,"2 °C"
5798,"170.5 °C"
261,"-96.86 °C"
17564,"97-99 °C"
10952,"-44.0 °C"
522251,"130-133 °C"
7035,"20.5 °C"
6594,"-158.2 °C"
6456,"113-114 °C"
667467,"97-98 °C"
10176,"170.4 °C"
9171,"255 °C"
10813,"87 °C"
637090,"72 °C"
12189,"72 °C"
7898,"119.5 °C"
7956,"360 °C"
12146,"Freezing point = -65 °C"
7298,"-19 °C"
8452,"-51.3 °C"
13689,"36.5 °C"
15457,"-83 °C"
8188,"-69.1 °C"
10902,"-41.2 °C"
34140,"71 °C"
7676,"FP: -100 °C"
7358,"LESS THAN -15 °C"
6321405,"216 °C"
16774,"28.5 °C"
7261,"99 °C"
8785,"-51 °C"
8758,"242 °C dec"
8087,"less than -40 °C"
7834,"-150 °C"
7567,"91.5 °C"
10178,"130-132 °C"
7642,"-78 °C"
10316,"36 °C"
637796,"8.2 °C"
11855,"86 °C"
7195,"203 °C"
7031,"172 °C"
7619,"80 °C"
7232,"93-100 °C"
10292,"45 °C"
6901,"-21 °C"
447466,"-76.6 °C"
N/A,"-108.9 °C"
8576,"244 °C (decomposes)"
6838,"66.7 °C"
9074,"144-145 °C"
15106,"188-190 °C"
10219726,"173-174 °C"
12542,"108 °C"
6388,"-130.8 °C"
31222,"131 °C, decomposes"
7518,"82 °C"
8034,"Freezing pt: -73.9 °C"
519623,"310 °C"
6849,"61 °C"
8679,"108 °C"
11966,"8 °C"
7243,"102.1 °C"
6319,"150-151 °C"
5111791,"199.5 °C"
12695,"-125.45 °C @ 101.3 kPa"
N/A,"-48 °C"
8201,"39.1 °C"
7347,"109.5 °C"
6498,"64-65.5 °C"
7617,"less than -70 °C"
7954,"146 °C"
5284483,"104-108 °C"
26633,"172-176 °C"
8717,"68 °C"
87468080,"FP: -50 °C"
14410,"305 °C"
6905,"327 °C"
8266,"208-210 °C, sealed tube; 230-235 °C, open tube"
10739,"34.5 °C; also stated as 44 °C"
11419,"-14 °C"
114878,"120 °C"
29910,"115 °C"
8265,"239 °C"
6619,"136 °C"
8326,"255-256.5 °C"
31298,"154 °C"
6531516,"480 °C"
186342,"320 °C"
8951,"140-172 °C"
24563,"552 °C"
11813,"66.0 °C"
N/A,"2,785 °C"
10298,"136 °C"
7422,"15.5 °C"
6001,"123 °C"
5284357,"255 °C"
1674,"178 °C"
3607071,"215.5 °C (DECOMP)"
N/A,"approx 0 °C"
6296,"300 °C"
22830,"156 °C"
17550,"131 °C"
6101499,"86 °C minimum"
6231,"170 °C"
11292,"268-270 °C (decomposes)"
1639,"159 °C"
1269845,"NO DEFINITE MP, ABOUT 340 °C WITH DECOMP"
131633415,"600-900 °C (decomposes)"
14767,"1650 °C"
38824,">300 °C (capillary method according to EU Method A1)"
24488,"794 °C"
129627662,">3400 °F"
14833,"1565 °C"
25199732,"787 °C"
25477,"800-850 °C"
24463,"Decomp above 110 °C"
1983,"168 °C"
1986,"258-259 °C (EFFERVESCENCE)"
12035,"109.5 °C"
135401907,"350 °C"
564,"202-203 °C"
5280965,"170 °C (gradual decomposition)"
6249,"202 °C, with decomposition"
657201,"329 °C"
9782,"231-234 °C, decomposes"
2391,"138 °C"
6834,"pH of 2% aq soln about 5; mp: 132-134 °C; crystals /Maleate/"
2479,"165-168 °C"
2554,"190.2 °C"
2576,"92 °C"
6024,"160-160.5 °C"
2708,"65 °C"
5959,"150.5-151.5 °C"
N/A,"236-236.5 °C"
2719,"87 °C"
2720,"Decomposes at 342.5-343 °C"
2724,"89-91 °C"
2726,"About 60 °C"
2732,"Dec 224-226 Â°C. Melting point range may extend from 218 to 264 Â°C on slow heating."
2800,"MP: 116.5-118 °C /CITRATE/"
2803,"130 °C"
5284371,"157.5 °C"
6167,"142-150 °C"
2893,"50-53 °C"
2907,"49.5-53 °C"
2913,"112.3-113.3 °C"
6253,"212-213 °C"
6914273,"279 °C"
5743,"262-264 °C"
33036,"CRYSTALS FROM ETHYL ACETATE; MP: 113-115 °C; SPECIFIC OPTICAL ROTATION (DIMETHYLFORMAMIDE): +44.3 DEG @ 25 °C/D, PH OF 1% SOLN 4-5 /D-FORM, MALEATE/"
5826,"27.5 °C"
5360696,"109-111 °C"
3016,"132 °C"
448537,"169-172 °C"
10660,"102-107 °C"
3100,"Crystals from absolute alcohol + ether; mp: 166-170 °C; bitter taste; pH of 1% aqueous solution about 5.5; 1 g dissolves in: 1 mL water, 2 mL alcohol, 50 mL acetone, 2 mL chloroform; very slightly soluble in benzene, ether. Slowly darkens on exposure to light. Stable under ordinary conditions. /Diphenhydramine hydrochloride/"
13505,"CRYSTALS; MP: 220.5-222 °C; UV MAX (METHANOL): 252, 258, 264 NM; SOL (MG/ML) AT 25 °C: ACETIC ACID 500; DIMETHYLFORMAMIDE 500; CHLOROFORM 360; METHANOL > 50; ETHANOL 3; WATER 0.8; HEXANE 0.5. /DIPHENOXYLATE HYDROCHLORIDE/"
3158,"Crystals, melting point 184 to 186 °C, 188 to 189 °C (a cis-trans mixture of approx 1:5) /HYDROCHLORIDE/"
31703,"230 °C"
9294,"38.1 °C"
12560,"191 °C"
14052,"87.5-88.8 °C"
3337,"Crystals from ethanol and ether; mp: 166 °C /Hydrochloride/"
3366,"295-297 °C (dec)"
6215,"266 °C"
15209,"247-255 °C"
3393,"77-82 °C"
3440,"206 °C"
3467,"102-108 °C"
3487,"85-87 °C"
3516,"78.5-79 °C"
3559,"151.5 °C"
3639,"273-275 °C"
5284569,"198 °C"
3672,"75-77 °C"
3715,"One form of polymorphic crystals melts at about 155 °C, the other at about 162 °C"
12597,"61-64 °C"
11368,"203-204 °C"
5819,"Decomposes at 235-236 °C"
3964,"109-110 °C"
4020,"198-199 °C"
10631,"214.5 °C"
4044,"230-231 °C"
4064,"105 °C"
4095,"99.5 °C"
6292,"120 °C"
4107,"92-94 °C"
126941,"Melting point: 185-204 °C. /Methotrexate monohydrate/"
6476,"52-53 °C"
4158,"74-75 °C"
6741,"228-237 °C"
4162,"74-77 °C"
4173,"158-160 °C"
23897,"180-181 °C"
938,"237 °C"
6604200,"263 °C"
4567,"111 °C"
4568,"Gradually decomp above 160 °C without melting by 250 °C"
4601,"CRYSTALS; MP: 156-157 °C; PH OF AQ SOLN ABOUT 5.5 /HYDROCHLORIDE/"
4616,"205-206 °C"
5284603,"219 °C"
4636,"181-183 °C"
N/A,"184.5 °C"
4680,"147.5 °C"
4723,"Decomp: 256-257 °C"
441278,"145.4-147.2 °C"
4737,"130 °C"
4754,"134-135 °C"
N/A,"139 °C"
4760,"149-151 °C"
4763,"174 °C"
4771,"Crystals. MP: 198 °C /Hydrochloride/"
4781,"105 °C"
1775,"295-298 °C"
5983,"105-106 °C (ALSO AN UNSTABLE, LOW MELTING FORM, 86-87 °C)"
5284607,"-20 °C"
5910,"34 °C"
5865,"234 °C (decomposes)"
4909,"281.5 °C"
4917,"228 °C"
4927,"60 °C"
10100,"75.5 °C"
62882,"163-164 °C"
7028,"118-118.7 °C"
5281035,"MP: 210-215 °C (SOFTENS @ 190 °C); ABSORPTION MAX: 236, 356, 503 NM /PAMOATE/"
135398735,"Decomposes 183-188 °C"
5193,"100 °C"
5833,"134-135 °C"
25249,"229.8-242.0 °C"
5329,"167 °C"
N/A,"170-5 °C"
5452,"72-74 °C"
5503,"170-173 °C"
31307,"269-271 °C"
5566,"Cream-colored, fine powder from absolute alcohol; MP: 242-243 °C; pH of 5% aq soln= 2.2, Hygroscopic /Dihydrochloride/"
5572,"114 °C"
5574,"68 °C"
5978,"218-220 °C"
54676537,"196-199 °C"
2130,"160-190 °C (closed tube); Also reported as 180-192 °C"
4649,"150-151 °C, with effervescence"
2197,"156-157 °C"
5901,"158 °C"
19667,"MP: 170-171 °C /HYDROXYNAPHTHOATE/"
28204,"127-129 °C"
33255,"198-200 °C (decomposes)"
2710,"MP: 226-227 °C /CHLORCYCLIZINE HYDROCHLORIDE/"
6234,"155-156 °C (decomposes)"
135398738,"205 °C"
457193,"Melts between 245 and 248 dec C with decomposition."
2968,"MP: 188-189 °C /Bromide/"
54676038,"287-293 °C"
3728,"MP 200-215 °C WITH EXTENSIVE DECOMP"
5790,"150-151 °C"
3385,"282 °C (decomposes)"
6172,"147.5 °C"
3601,"Crystals from n-propanol; MP: 188-189 °C /Hexafluorenium bromide/"
4030,"288.5 °C"
460612,"182-183 °C (decomp)"
667490,"308 °C (decomposes)"
15459,"122 °C"
9681,"195 °C"
163659,"180-183 °C"
5746,"ABOVE 360 °C"
4211,"77 °C"
4421,"229-230 °C"
4628,"314-316 °C"
27350,"215 °C"
8280,"31-32 °C"
9853654,"229-230 °C (DECOMP)"
54680692,"179-180 °C"
4842,"106-107 °C"
708857,"178-179 °C"
237,"Decomposes at 248 °C"
13769,"218-219 °C"
5453,"51.5 °C"
13342,"211-216 °C"
5280489,"183 °C (evacuated tube)"
2802,"237.5 °C"
2812,"147-149 °C"
3038,"239-241 °C"
3295,"188-190.5 °C"
N/A,"213-214 °C"
4634,"CRYSTALS; MP: 129-130 °C /CHLORIDE/"
5322,"166.5-168 °C"
135191,"153-154 °C"
4940,"MP: 160-161 °C; CRYSTALS FROM ISOPROPANOL /MALEATE/"
5284595,"208 °C"
5284596,"178 °C"
1989,"188-190 °C"
6083,"196-200 °C"
2031,"Crystals. MP: 113-114 °C; Readily soluble in water; very sparingly soluble in alcohol, ether /Hydrochloride/"
2164,"157 °C"
8944,"83 °C"
6005,"195 °C (decomposes)"
6464,"140-141.5 °C"
9330,"51 °C"
2315,"224.5 to 225.5 °C (also reported as 221 to 223 °C)"
2342,"130-131.5 °C"
2343,"231 to 232 °C"
12598,"MP: 180-182 °C /Maleate/"
68546,"Crystals. MP: 278-280 °C /Prazosin/"
2717,"116.2-118.2 °C"
11289,"114-116 °C"
25223,"CRYSTALS FROM ETHANOL; MP: 245-246 °C /CLORTERMINE HYDROCHLORIDE/"
2882,"241-242 °C (decomposes)"
6726,"105.5 TO 107.5 °C"
2910,"234 °C"
2973,"MP: 138-140 °C /MONOHYDRATE/; 172-175 °C /HYDROCHLORIDE/; 148-149 °C /METHANESULFONATE/"
3025,"64 °C"
667476,"227-228 °C"
5311071,"131 °C"
5280363,"25-35 °C"
3055,"104-105 °C"
3117,"71.5 °C"
3156,"MP: 123-124 °C /BENZOATE/"
6011,"149-153 °C"
3168,"145-146 °C"
9051,"170 °C"
3182,"158 °C"
5870,"260.2 °C"
3284,"96-98 °C"
13765,"76-78 °C"
3345,"85.2 °C"
10617,"195 °C"
6446,"About 240 °C with some decomposition"
3372,"Crystals from absolute alcohol. MP: 235-237 °C, also reported as 224.5-226 °C /Fluphenazine dihydrochloride/"
5876,"208-213 °C"
774,"83-84 °C"
5754,"217-220 °C with some decomposition"
3647,"272-273 °C"
5284570,"266-267 °C"
44475014,"200 °C (decomposes)"
6238,"222-223 °C"
27648,"224-225 °C"
3735,"MELTS WITH DECOMP BETWEEN 152 DEG & 158 °C"
5241,"168-169 °C"
6047,"284-286 °C"
5359272,"198-199 °C"
3676,"68 °C"
11125,"723 °C"
4055,"105-107 °C"
4078,"Crystals from ethyl acetate; MP: 115-120 °C /tartrate/"
10599,"139-140 °C"
10836,"170-2 °C"
6300,"163-164 °C"
1349907,"146-148 °C"
57333099,"212-216 °C"
4121,"225 °C"
8226,"172 °C with some decomposition"
6010,"161-166 °C"
4170,"253-259 °C"
9904,"112 and 124 °C"
156391,"155 °C"
6230,"204 °C"
275196,"176 °C"
5878,"235-238 °C"
5281034,"185-190 °C"
31264,"12.6 °C"
5852,"202-206 °C"
4748,"97 °C"
4753,"212-216 °C"
