cid,mp
5429,"357 °C"
119207,"155 - 156 °C"
28417,"225.6 °C"
173183,"157.5 °C"
65040,"270 °C"
5281855,"> 360 °C"
92094,"< 25 °C"
3505109,"174 - 176 °C"
N/A,"93.5 °C"
442428,"83 °C"
493591,"147 - 153 °C"
65249,"207.6 °C"
7909,"-84 °C"
10635,"181 °C"
6058,"98 °C"
222285,"121.5 °C"
446925,"175 °C"
6115,"-6 °C"
N/A,"200 °C"
13789,"150 °C"
637760,"57.5 °C"
8956,"126 - 131 °C"
8742,"186 °C"
N/A,"162.5 °C"
10680,"100 °C"
448438,"208 °C"
244,"-15.2 °C"
784,"-0.43 °C"
83814,"243 - 246 °C"
64950,"103.5 °C"
65064,"140 - 142 °C"
262,"25 °C"
1794427,"205 - 209 °C"
108192,"155 - 156 °C"
439242,"80 °C"
5280961,"301.5 °C"
22833604,"91 °C"
878,"-123 °C"
445638,"-0.1 °C"
5281127,"44 °C"
5281243,"196 °C"
65727,"218.5 °C"
179,"15 °C"
5280805,"125 °C"
22833605,"153 °C"
53477767,"262 °C"
402,"-85.49 °C"
4788,"263.5 °C"
5281708,"323 °C"
7967,"-31 °C"
69867,"206.5 °C"
787,"33 °C"
23327,"201 °C"
756,"97 °C"
79025,"146 °C"
16666,"43 °C"
138,"157.5 °C"
9260,"22 °C"
4650,"115.7 °C"
527,"-80 °C"
440917,"-90 °C"
145068,"-163.6 °C"
57449,"218.00 °C. @ 760.00 mm Hg"
71077,"229 °C"
650,"-2.4 °C"
2353,"145 °C"
8988,"221 °C"
14408225,"134.5 °C"
2682,"49.3 °C"
637511,"-7.5 °C"
10685,"59 °C"
N/A,"< 25 °C"
135398667,"-45.6 °C"
41211,"197 °C"
261,"-99 °C"
439503,"207 °C"
6466,"234 °C"
N/A,"59 °C"
445027,"157 °C"
4225619,"79 - 81 °C"
26623,"-38.8 °C"
10819,"244 °C"
31193,"321 °C"
104798,"777 °C"
16441,"< 25 °C"
5280531,"28.5 °C"
5280535,"213.5 °C"
5324279,"45 °C"
8051,"-35 °C"
675,"205.5 °C"
445154,"254 °C"
92810,"200 °C"
12756,"-18 °C"
7866,"< 25 °C"
4970,"208 °C"
53477776,"155 - 156 °C"
12850019,"155 °C"
105024,"275 °C"
6419725,"187.5 °C"
219833,"243.5 °C"
13783449,"183.5 °C"
99289,"256 °C"
442501,"37.5 °C"
70949,"100.00 to 103.00 °C. @ 760.00 mm Hg"
62453,"73.5 °C"
1833,"121.5 °C"
1647,"< 25 °C"
546,"143 - 146 °C"
104894,"630 °C"
114945,"1064 °C"
104810,"710 °C"
123932,"265 - 270.5 °C"
131204,"< 25 °C"
10393,"90 °C"
6579,"84.5 °C"
440908,"222 °C"
445070,"< 25 °C"
439250,"-74.3 °C"
263,"-89.8 °C"
2181,"9 °C"
68313,"117.5 °C"
6088,"87 - 89 °C"
8113,"28 °C"
66416,"178.5 °C"
2331,"129.1 °C"
N/A,"1.5 °C"
443077,"254.5 °C"
115255,"254.5 °C"
16724,"< 15 °C"
1256,"60 °C"
122121,"102 - 103 °C"
65517,"182 - 183 °C"
9817954,"213 - 215 °C"
28204,"128 °C"
73212,"327.5 °C"
17150,"209 - 212 °C"
98521,"125 - 127 °C"
76720,"342 °C"
31246,"-34 °C"
114926,"224 - 226 °C"
135501639,"235 - 236 °C"
5312351,"4 - 5 °C"
11805205,"96 - 98 °C"
6213,"109 °C"
11492,"164 - 165 °C"
2337,"92 °C"
5284371,"157.5 °C"
3516,"78.5 °C"
3957,"134 - 136 °C"
5510,"111 °C"
60823,"159.1 - 190.6 °C"
54454,"135 - 138 °C"
3883,"178 - 182 °C"
2662,"101.7 - 103.9 °C"
3446,"165 - 167 °C"
5656,"74 - 76 °C"
5073,"170 °C"
54687,"326 °C"
5732,"196 °C"
5029,"101.7 - 103.9 °C"
3348,"142.5 °C"
2678,"112.5 °C"
119607,"160 - 162 °C"
5284627,"125 - 126 °C"
4595,"231 - 232 °C"
5358,"169 - 171 °C"
2771,"178 °C"
5497163,"-32 °C"
176907,"250 °C"
5311081,"130 - 131 °C"
72281,"227.5 °C"
3473,"30 - 32 °C"
3712,"90 °C"
124072,"95 - 97 °C"
5280343,"316 - 318 °C"
100313,"119 - 121 °C"
5280445,"329.5 °C"
5280863,"285 - 287 °C"
853433,"-10 °C"
7463,"-68.9 °C"
7461,"-10 °C"
370,"258 - 265 °C"
5280378,"256 - 258 °C"
3314,"-12.00 to -10.00 °C. @ 760.00 mm Hg"
440735,"269 - 270 °C"
643820,"< -15 °C"
9416,"36 - 37.5 °C"
11583,"-55.5 °C"
5971,"-80 °C"
12232,"-85 °C"
101989,"142.75 °C"
28486,"190 °C"
736316,"266 - 268 °C"
134506,"148 - 150 °C"
6089,"46 °C"
6184,"-56 °C"
6560,"-108 °C"
31260,"-117.2 °C"
72061,"170 °C"
182230,"197 °C"
15020,"204 °C"
135742509,"263 °C"
102146,"164 °C"
91482,"262 °C"
5486699,"181 °C"
N/A,"353 °C"
10964,"72 °C"
240,"-26 °C"
450268,"164 - 169 °C"
108063,"42 - 46 °C"
998,"120.5 - 121.5 °C"
70335,"130 °C"
53477807,"172 - 173 °C"
65543,"172 °C"
5282457,"28 - 29 °C"
92746,"110 °C"
122136,"268 - 270 °C"
10466,"94.00 to 98.00 °C. @ 760.00 mm Hg"
6857447,"< 25 °C"
441455,"58 °C"
2724333,"177.5 °C"
11552,"-51 °C"
351795,"35 - 37 °C"
82227,"-62 °C"
2966,"278 - 280 °C"
443003,"205 °C"
123774,"304 - 306 °C"
53477894,"85 °C"
11966171,"121.5 °C"
5459827,"147 - 151 °C"
8299,"-17 °C"
5282707,"28.00 to 34.00 °C. @ 760.00 mm Hg"
637090,"72 °C"
5282724,"12.00 °C. @ 760.00 mm Hg"
5281327,"150 - 151 °C"
10850,"9.00 to 11.00 °C. @ 760.00 mm Hg"
6568,"-114.7 °C"
N/A,"> 300 °C"
47289,"64 °C"
12404,"66.1 °C"
8175,"-5 °C"
8174,"6.9 °C"
8193,"24 °C"
18526330,"296 °C"
5942,"-14 °C"
8209,"39.5 °C"
126,"117 °C"
125,"124.5 °C"
92817,"153 °C"
11163,"215 °C"
5460935,"168 °C"
448580,"105.5 °C"
12665,"39.5 °C"
8897,"247.50 °C. @ 760.00 mm Hg"
38853,"300 °C"
4,"24.00 to 26.00 °C. @ 760.00 mm Hg"
7005,"94.00 to 95.00 °C. @ 760.00 mm Hg"
12039,"140 °C"
74190,"-56.4 °C"
47576,"146 °C"
3830,"266.50 °C. @ 760.00 mm Hg"
69421,"107.00 °C. @ 760.00 mm Hg"
1183,"81.5 °C"
8663,"123 °C"
10130220,"< 25 °C"
442356,"221.5 °C"
7046,"< -15 °C"
131840682,"67 °C"
131840698,"67 °C"
131840714,"67 °C"
131840474,"67 °C"
131840490,"67 °C"
6419708,"181 °C"
24884154,"125 °C"
64961,"199 °C"
1549095,"74 °C"
8103,"-44.6 °C"
9321,"2 °C"
9395,"300 °C"
6276,"-78.9 °C"
5280507,"61 - 65 °C"
27902,"98.5 °C"
8184,"19 °C"
6436043,"< 25 °C"
21387,"180 °C"
75547,"168 °C"
7102,"53.5 °C"
85362,"230 °C"
6341,"-81.2 °C"
8575,"73.5 °C"
12397,"45 - 46 °C"
8207,"32.00 to 33.00 °C. @ 760.00 mm Hg"
24726,"-50 °C"
439196,"42.50 °C. @ 760.00 mm Hg"
9060,"282 - 85 °C"
23993,"1526 °C"
23950,"2334 °C"
5354618,"28.44 °C"
23938,"1554.9 °C"
23939,"1768.3 °C"
23974,"795 °C"
1057,"133 °C"
359,"218.5 °C"
9338,"165 °C"
7424,"237 °C"
6440397,"125 °C"
5280372,"186 °C"
20797,"36 °C"
68328,"138 °C"
700653,"189.5 °C"
439575,"303 °C"
24642,"303.5 °C"
7247,"-43.8 °C"
7361,"-31 °C"
10797,"-87.5 °C"
8871,"107.8 °C"
439524,"268 - 288 °C"
19310,"-85 °C"
8029,"-85.6 °C"
7450,"-63.7 °C"
10329,"-21.5 °C"
7311,"56.5 °C"
12867,"65-67 °C"
8814,"84.5 °C"
6782,"< 25 °C"
33,"-16.3 °C"
10446897,"84.7 °C"
6422,"-15.4 °C"
3404,"120 - 122.5 °C"
60846,"116 - 117 °C"
5362129,"109 °C"
71398,"185.5 °C"
82153,"245 °C"
2284,"206 - 208 °C"
3007,"25 °C"
444007,"229 °C"
25137844,"201 - 203 °C (hydrochloride salt)"
3958,"166 - 168 °C"
3281,"< 25 °C"
34359,"203 - 205 °C"
4771,"205 °C"
52195,"94 - 95 °C"
33741,"180 - 181 °C"
21704,"257.00 °C. @ 760.00 mm Hg"
2369,"70 - 72 °C"
3365,"138 - 140 °C"
12560,"191 °C"
4993,"233.5 °C"
5770,"264.5 °C"
447043,"113 - 115 °C"
4195,"200 - 203 °C"
41781,"164 - 164 °C"
152946,"238 - 242 °C"
5749,"191.5 °C"
64143,"349.84 °C"
3476,"207 °C"
5362440,"167.5 - 168 °C"
53232,"174.5 °C"
5391,"119 - 121 °C"
4121,"225 °C"
4649,"150.5 °C"
65856,"170 - 171 °C (mesylate salt)"
4197,"> 300 °C"
4842,"> 300 °C"
2479,"166.5 °C"
4463,"196.06 °C"
2481,"138 - 139 °C"
20279,"215 °C"
4075,"283 °C"
60854,"> 300 °C"
6540428,"195 °C"
54746,"102 - 104 °C"
5905,"164 - 166 °C"
2955,"175.5 °C"
441383,"126.3 °C"
1775,"286 °C"
247839,"156.5 °C"
N/A,"201 °C"
3054,"170.5 °C"
5333,"165.5 °C"
6234,"147 °C"
135409400,"280 °C"
2578,"31 °C"
5344,"194 °C"
2883,"< 25 °C"
54676038,"290 °C"
5095,"243 - 250 °C"
11289,"115 °C"
3784,"168 - 170 °C"
7741,"< 25 °C"
158781,"175 - 180 °C"
2179,"234 - 236 °C"
3114,"94.5 - 95 °C"
3676,"68.5 °C"
26987,"178 °C (hydrogen fumarate formulation)"
5360373,"71 °C"
2708,"65 °C"
667484,"67 °C"
135400182,"180 - 184 °C"
5288826,"255 °C (sulfate salt)"
2474,"107 - 108 °C"
135398748,"275 - 277 °C"
464205,"276 - 280 °C"
N/A,"> 300 °C"
40973,"109.5 °C"
5746,"> 360 °C"
606974,"109 °C"
40839,"230 - 232 °C"
2732,"218 - 264 °C"
3295,"189 °C"
4737,"129.5 °C"
2160,"196 - 197 °C"
5790,"150.5 °C"
9878,"297 °C"
5284570,"266 - 267 °C"
3715,"158 °C"
14052,"88 °C"
657309,"230 - 232 °C"
4095,"235.0 °C"
5447130,"238 °C"
1046,"192 °C"
4167,"< 25 °C"
5405,"146.5 - 148.5 °C"
39186,"231 °C"
4976,"169 - 171 °C (protriptyline hydrochloride)"
5576,"46 °C"
N/A,"248 °C"
3080587,"218.0 - 220.0 °C"
2723601,"> 360 °C"
8226,"172 °C"
2733,"191.5 °C"
2145,"149 - 150 °C"
135398737,"183 - 184 °C"
13109,"240 °C"
60613,"480 °C"
4205,"114 - 116 °C"
4064,"105 °C"
5440,"62 - 64 °C"
5478,"201.5 - 202.5 °C"
5572,"258.5 °C"
9051,"169.5 °C"
4178,"203 - 205 °C"
71384,"191 - 197 °C"
1935,"183.5 °C"
41744,"116 - 117 °C"
4919,"86 °C"
31072,"123.5 °C"
5355,"178 °C"
3290,"64.5 °C"
4497,"125 °C"
21700,"117 - 120 °C"
2576,"92 - 93 °C"
441140,"220 °C"
2118,"228 - 228.5 °C"
3468,"215 °C"
3964,"109 - 110 °C"
446596,"77 - 78 °C"
2551,"210 °C"
1989,"188 - 190 °C"
6249,"208 °C"
6869,"120 - 128 °C"
5193,"100 °C"
51634,"169 - 172 °C"
4926,"< 25 °C"
5833,"134.5 °C"
4158,"224 - 226 °C"
4107,"93 °C"
N/A,"141 °C"
3324,"102 - 104 °C"
5282443,"60 °C"
29327,"115 °C"
35023177,"95 - 105 °C"
N/A,"112.5 °C"
6256,"186 - 189 °C"
4917,"228 °C"
2913,"215 - 217 °C"
2315,"221 - 223 °C"
135401907,"350 °C"
5578,"199 - 203 °C"
60750,"168.64 °C"
9782,"231 - 234 °C"
41867,"344.53 °C"
5959,"150.5 °C"
3168,"145.75 °C"
4058,"186 - 189 °C"
6024,"160 - 160.5 °C"
4893,"279 °C"
5284513,"228 - 230 °C"
N/A,"225 °C"
4099,"150.5 °C"
3826,"165 - 167 °C (tromethamine salt)"
3229,"220 - 224 °C"
3034034,"57 °C"
N/A,"211 °C"
16078,"200 °C"
3386,"179 - 182 °C"
N/A,"236.2 °C"
2726,"< 25 °C"
5071,"> 300 °C"
37768,"203 - 204 °C"
5035,"143 - 147 °C"
3450,"147.5 °C"
2435,"207.5 °C"
51081,"271 °C"
2123,"172 - 174 °C"
5253,"206.5 - 207 °C"
2477,"201.5 - 202.5 °C"
441314,"114 °C"
55891,"149 - 153 °C"
35370,"106 - 112 °C"
5284603,"218 - 220 °C"
4760,"148 - 151 °C"
3397,"111 - 113 °C"
5509,"156 °C"
2756,"142 °C"
3559,"151.5 °C"
5359371,"181 °C"
20299,"181.5 °C"
41684,"202 °C"
8730,"235 - 236 °C"
2767,"270 °C"
2082,"209 °C"
5484727,"119 - 123 °C"
6957673,"241 °C"
4170,"256 °C"
3025,"99 - 101 °C (hydrochloride salt)"
3415,"88.06 °C"
2907,"41 - 45 °C"
4060,"135 °C"
2716,"152.5 °C"
2764,"255 - 257 °C"
3005573,"108 - 110 °C"
4543,"213 - 215 °C"
5978,"220 °C"
5362124,"148 - 149 °C"
2170,"175.5 °C"
3385,"280 - 282 °C"
4991,"153 °C"
5311067,"217 °C"
5717,"139 °C"
657298,"219 °C"
1990,"90.5 °C"
439693,"220 °C"
54676228,"198 - 200 °C"
3878,"216 - 218 °C (uncorr.)"
6432,"-147.6 °C"
3658,"190 °C"
2343,"231.5 °C"
126941,"195 °C"
2554,"190.2 °C"
9354,"193 °C"
27447,"326.8 °C"
241903,"267 °C"
2803,"130 °C"
5328,"208 °C"
71616,"127 - 130 °C"
5388962,"143 - 144.5 °C"
3033637,"203 °C"
3033,"283 - 285 °C"
3157,"289 - 290 °C"
4837,"106 °C"
3291,"64.5 °C"
16231,"240 °C"
N/A,"183 °C"
3869,"195 - 196 °C"
7638,"110 - 118 °C"
6917698,"110 °C"
1548887,"183 °C"
2910,"227 - 228 °C"
2719,"289 °C"
2761171,"163 °C"
5906,"107.5 °C"
2405,"100 °C"
2165,"208 °C"
5323714,"255 °C"
N/A,"220 - 223 °C"
5291,"226 °C (mesylate salt)"
31307,"274 - 278 °C"
5878,"236.5 °C"
4474,"136 - 138 °C"
3372,"< 25 °C"
64139,"139 - 141 °C"
10909430,"221 - 225 °C"
3517,"228 °C"
12620,"65 - 72 °C"
5320,"183 °C"
5865,"233 - 235 °C"
2796,"< 25 °C"
2247,"149.1 °C"
18772499,"178 °C"
47472,"159 °C (decomposition)"
4030,"288.5 °C"
11953884,"160 °C"
25137868,"75 - 76 °C"
4211,"77 °C"
18283,"159 - 160 °C"
3182,"161.5 °C"
441278,"146.3 °C"
5533,"86 - 87 °C"
4032,"< 25 °C"
15459,"122 °C"
5577,"188.7 °C"
443980,"219 °C (base only)"
9047,"169.5 °C"
5362065,"218 - 225 °C"
2727,"127 - 129 °C"
9651,"269 - 270 °C (hydrogen bromide salt)"
2733526,"97 °C"
2345,"21 °C"
5936,"-82 °C"
3961,"183.5 - 184.5 °C"
5452,"73 °C"
34633,"156 - 157 °C"
5280965,"170.0 °C"
4192,"159 °C"
19150,"237 °C"
3393,"79.5 °C"
5775,"174.5 °C"
16850,"315 °C"
30323,"208 - 209 °C"
8223,"213.5 °C"
5353830,"263 °C"
N/A,"213.5 °C"
5360515,"169 - 170 °C; 274 - 276 °C (hydrochloride salt)"
5625,"226 - 228 °C"
129211,"226 - 228 °C (hydrochloride salt)"
41693,"97 °C"
60825,"160 - 162 °C"
3052,"48 °C"
3394,"110 - 111 °C"
43815,"129 - 131 °C"
50294,"299 °C"
6230,"203.5 °C"
25419,"250 °C"
4914,"61 °C"
57469,"292 - 294 °C"
5584,"45 °C"
4510,"13.5 °C"
5430,"300 °C"
47319,"185 - 194 °C"
4884,"215 - 225 °C"
4735,"186.0 °C (decomposes)"
443387,"190 °C"
5070,"119 °C"
60490,"144.2 - 145.2 °C"
4236,"164 - 166 °C"
2973,"138 - 140 °C"
2564,"< 25 °C"
3308,"145 - 148 °C"
4906,"37 - 38 °C"
3241,"205 - 208 °C"
441233,"79 - 80 °C"
3292,"94 °C"
60654,"278 °C"
N/A,"165 °C"
60838,"222 - 223 °C"
1349907,"146 °C"
441335,"218 - 220 °C"
441350,"312.5 °C"
5280980,"117.5 - 118 °C"
2342,"131 °C"
5281071,"248 °C"
N/A,"240 - 241 °C"
4004,"2.8 °C"
36462,"236 - 251 °C"
3647,"272 - 273 °C"
34312,"215.5 °C"
4421,"229.5 °C"
3675,"< 25 °C"
4044,"230 - 231 °C"
135398513,"256.5 - 257 °C"
6194,"206 °C"
3561,"113.5 °C"
4909,"281.5 °C"
N/A,"220 °C"
5504,"174 °C"
3467,"105 °C (decomposition)"
51263,"140.8 °C"
5311054,"200 - 220 °C"
4199,"122 °C"
4740,"105 °C"
4935,"182 - 183.3 °C"
3702,"161 °C"
5593,"96.5 °C"
2381,"114 °C"
37542,"174 - 176 °C"
4781,"105 °C"
3345,"87.5 °C"
54677470,"254 °C"
4086,"100 °C"
287180,"290 °C"
4943,"18 °C"
1986,"260.5 °C"
110635,"301 - 302 °C"
2581,"197.5 °C"
3117,"71.5 °C"
1676,"287 - 289 °C"
5281099,"290 °C"
2762,"261 °C"
446987,"94 °C"
3016,"125 - 126 °C"
4762,"139 °C"
6839,"72 °C"
51039,"327 °C"
55245,"191 - 196 °C"
N/A,"133 - 135 °C"
5503,"170 - 173 °C"
4616,"205 - 206 °C"
5311304,"230 °C (hydrochloride salt)"
2794,"210 - 212 °C"
15209,"251 °C"
26879,"264 - 265 °C"
8271,"176 °C"
4748,"97 °C"
2942,"205 °C"
5394,"212 °C"
5359272,"198 - 199 °C"
7697,"78 °C"
1549008,"195 - 198 °C"
6011,"128 °C"
4727,"198.5 °C"
5755,"235 °C"
3059,"210 - 221 °C"
135400189,"192 °C"
6473866,"126 °C"
5311017,"152 - 153 °C"
2119,"107 - 109 °C"
33572,"88 - 90 °C"
5284549,"283 - 285 °C"
5359,"124.3 °C"
5403,"119 - 122 °C"
9865442,"220 - 224 °C"
5281037,"248 - 250 °C (mesylate form)"
2713,"134 °C"
60877,"136 - 140 °C"
2720,"350 °C"
54892,"120 - 130 °C"
6883,"70 °C"
2471,"230 - 231 °C"
4033,"108 - 111 °C"
3510,"219 °C (hydrochloride salt)"
3049,"227.5 °C"
5336,"192 °C"
4633,"216.5 °C"
13769,"218.5 °C"
5556,"233 - 235 °C"
135398739,"160 - 163 °C"
14677,"87 - 88 °C"
3278,"122.5 °C"
446220,"195 °C"
441074,"174 °C"
5734,"161 - 163 °C"
5479,"127 - 128 °C"
65981,"130 - 131 °C"
8944,"83 °C"
8249,"175 - 178 °C"
2130,"180 °C"
4173,"160 °C"
3827,"191 °C (fumarate salt)"
2895,"216 - 218 °C (hydrochloride salt)"
4768,"39 °C"
9444,"229 °C"
4011,"93 °C"
4636,"182 °C"
5152,"75.5 - 76.5 °C"
4037,"257 °C"
24066,"210 - 214 °C"
54680692,"179.5 °C"
3331,"151.5 °C"
3767,"171.4 °C"
4440,"246 °C (hydrochloride salt)"
5078,"178 - 180 °C"
5284569,"198 °C"
6540478,"216 °C"
6741,"232.5 °C"
4828,"167 - 171 °C"
4062,"150.5 °C"
5719,"157 - 159 °C"
65999,"261 - 263 °C"
457193,"241.5 - 243 °C"
24011,"100 °C"
2267,"225 °C (hydrochloride salt)"
3108,"163 °C"
70789201,"176 - 188 °C"
3948,"239 - 240.5 °C"
2905,"139 °C (hydrochloride salt)"
5983,"105.5 °C"
229455,"118 °C"
3494,"192.5 °C"
6253,"212 - 213 °C"
60198,"155.13 °C"
4614,"158 - 159 °C"
2265,"243.5 °C"
8378,"6 °C (sulfate form)"
31703,"204 - 205 °C"
2882,"241 - 242 °C"
135398740,"250 °C"
3657,"142 - 146 °C"
3902,"184 - 185 °C"
2478,"287 °C"
3825,"94 °C"
4174,"50.5 °C"
5311051,"195.5 - 197 °C"
5329,"167 °C"
3488,"169 - 170 °C"
3519,"225 - 227 °C"
2370,"217 - 221 °C (chloride salt)"
27661,"88 - 91 °C"
3333,"145 °C"
446541,"141 °C"
4116,"-35 °C"
3749,"180 - 181 °C"
60700,"213 - 218 °C"
3284,"96 °C"
4911,"195 °C"
667490,"313 °C"
28517,"93.5 °C"
4913,"165 - 169 °C"
5195,"141 - 142 °C"
3339,"80.5 °C"
5426,"270 °C"
460612,"182.5 °C"
4054,"258 °C (hydrochloride salt)"
5379,"182 - 185 °C"
N/A,"183 °C"
9642,"309 °C"
441300,"165 °C"
5904,"214 - 217 °C"
4507,"156 - 160 °C"
440473,"228 °C"
38945,"246 - 266 °C"
10548,"138 °C"
4891,"136 °C"
4539,"227 - 228 °C"
33613,"194 °C"
4634,"129 - 130 °C"
3779,"170.5 °C"
9870843,"127 - 129 °C"
3478,"208 - 209 °C"
2802,"236.5 - 238.5 °C"
4927,"60 °C"
5311071,"126 °C"
4066,"130.5 °C"
30751,"260 °C"
13505,"221 °C"
5910,"34 °C"
4908,"< 25 °C"
8550,"230.5 °C"
5850,"213 °C (tartrate salt)"
439501,"200 °C"
1548972,"194 - 197 °C"
4612,"147 - 149 °C"
3899,"165 - 166 °C"
3366,"296 °C"
16362,"214 - 218 °C"
60953,"110 - 121 °C"
237,"248 - 250 °C"
5210,"191 - 192 °C"
656583,"264 °C"
4189,"159 - 163 °C"
5479529,"218 - 225 °C"
4485,"172 - 174 °C"
3019,"330.5 °C"
3475,"181 °C"
4753,"215 °C"
2131,"196 - 199 °C"
7099,"285 °C"
5505,"128.5 °C"
2197,"156.5 °C"
2375,"191 - 193 °C"
4923,"129 °C"
4829,"183 - 184 °C"
2585,"114 - 115 °C"
5342,"136 - 137 °C"
47965,"197 °C"
3158,"184 - 186 °C"
3038,"228.7 °C"
4449,"83 - 84 °C"
62977,"218 - 225 °C"
2995,"214 - 218 °C"
3032285,"132 - 133 °C"
5583,"215 - 217 °C"
3562,"-118 °C"
5401,"273 °C"
36273,"156 °C"
4583,"250 - 257 °C"
2754,"160 °C"
55283,"166.2 °C"
4915,"223 °C"
3518,"250 °C (sulfate salt)"
4601,"156 - 157 °C"
4763,"174 °C"
2717,"116.2 °C"
10607,"228 °C"
32681,"238.5 °C"
3690,"39 - 41 °C"
5284596,"200 - 205 °C"
3151,"242.5 °C"
6446,"270 °C"
47811,"207.5 °C"
2749,"144 °C"
29029,"142 °C (hydrochloride salt)"
5284604,"248 - 249 °C"
1978,"119 - 123 °C"
68844,"131 °C"
259331,"104.5 °C"
44093,"106 °C"
5735,"178 °C"
39147,"124 - 136 °C"
3373,"201 - 203 °C"
3950,"88 - 90 °C"
39468,"209 - 211 °C"
84029,"217 - 220 °C"
5479530,"> 155 °C"
3406,"25 °C"
31477,"105 - 107 °C"
3261,"228.5 °C"
2187,"130.14 °C"
2952,"279 - 280 °C"
3821,"92.5 °C"
5281004,"221 - 232 °C"
36314,"213 - 216 °C"
60787,"349.84 °C"
4168,"147.25 °C"
5743,"262 °C"
5206,"< 25 °C"
2729,"97.5 °C"
3463,"61 - 63 °C"
2801,"189.5 °C"
2722,"179.5 °C"
2968,"268 - 270 °C"
5574,"68 °C"
3759,"105 - 106 °C"
148124,"232 °C"
N/A,"240 °C (decomposition)"
91610,"181 °C"
443884,"162 °C"
3062316,"280 - 286 °C"
5311066,"274 °C"
3637,"172 - 173 °C"
3011155,"209 - 217 °C (decomposition)"
32778,"189 °C"
2372,"137 - 138 °C"
4883,"134 - 136 °C"
5322,"166.5 °C"
17134,"190 - 194 °C"
5282165,"131.5 °C"
4870,"214 °C"
6307,"251 °C"
44185,"167 - 171 °C"
441199,"149.5 °C"
38103,"140 °C"
441289,"215 °C"
6464,"141 °C"
6473,"128.5 °C"
10518,"174 °C"
3608,"67.00 °C. @ 760.00 mm Hg"
6291,"150.5 °C"
3730,"174 - 180 °C"
9294,"34 °C"
3677,"< 25 °C"
5745,"222 °C"
8969,"241 °C"
39042,"186 °C"
2833,"156 °C"
441207,"255.5 °C"
5161,"147 °C"
54676537,"197 °C"
19910,"180 °C"
6009,"134.5 °C"
43008,"139 °C"
3698,"295 °C"
4632,"65.5 °C"
2218,"120 - 121 °C"
235905,"80 °C"
2206,"114 °C"
5282181,"136 °C"
3487,"84 °C"
N/A,"139 °C"
5359271,"199 - 201 °C"
3380,"166 - 167 °C"
2811,"118 - 120 °C"
3369,"295 - 297 °C"
5826,"< 25 °C"
443944,"223 °C"
12460,"134.5 °C"
5325,"236 °C"
5327,"198.5 °C"
4890,"145 - 146 °C"
4999,"137.5 - 139 °C"
29936,"1538 °C"
32051,"419.5 °C"
4506,"225 °C"
4912,"125 °C"
5468,"96 °C"
115163,"119 °C"
4747,"116 - 117 °C"
214348,"116 - 117 °C"
3652,"90 °C"
5284553,"61 °C"
6077,"< 25 °C"
23897,"180.5 °C"
11291,"91 °C"
4761,"< 25 °C"
9429,"140 °C"
3000226,"192.5 °C"
4488,"203 °C"
9046,"107.5 °C"
3739,"307 °C"
2893,"56 °C"
6018,"128 °C"
53708,"256 °C"
40326,"34 °C"
30668,"127 °C"
6918554,"195 °C (decomposition)"
6476,"52.5 °C"
5340,"189 °C"
2159,"126 - 127 °C"
5709,"131 - 133 °C"
213023,"180 °C"
68682,"178 °C"
68911,"86 - 90 °C"
5335,"101 °C"
3033968,"197.9 °C"
5147,"140 °C"
12894,"185 °C"
25295,"60 °C"
9677,"118 °C"
5105,"145 - 146 (hydrochloride salt)"
44112,"152 - 153 °C"
5502,"152 °C"
123935,"230.00 to 232.00 °C. @ 760.00 mm Hg"
7293,"108.00 °C. @ 760.00 mm Hg"
131750827,"263.5 °C"
131750832,"347.5 °C"
15109,"186 °C"
7732,"57.2 °C"
31242,"44.00 to 46.00 °C. @ 760.00 mm Hg"
386331,"142 - 143 °C"
12314556,"275 - 280 °C"
4483040,"196 - 200 °C"
4483248,"238 - 240 °C"
12315321,"192 - 194 °C"
494308,"157 °C"
12314054,"181 - 183 °C"
5377412,"174 - 176 °C"
5494827,"183 - 185 °C"
5494828,"168 - 170 °C"
12960452,"215 °C"
5317836,"246 - 250 °C"
5317837,"219 - 221 °C"
5317838,"223 - 227 °C"
21586648,"230 - 232 °C"
14463134,"146 - 148 °C"
51029223,"205 °C"
156908030,"230 - 231 °C"
131750852,"235 - 240 °C"
97662,"227 - 229 °C"
5319311,"104 °C"
5855405,"238.5 - 240.5 °C"
131750853,"223 - 229 °C"
131750854,"227 - 229 °C"
16058115,"238 - 239 °C"
76517846,"240 - 260 °C"
14605136,"226 - 227 °C"
73086673,"234 - 236 °C"
131750855,"39 - 41 °C"
562665,"136 °C"
85099121,"215 - 217 °C"
609840,"210 - 215 °C"
131750861,"240 - 242 °C"
609842,"222 - 223 °C"
268208,"161 - 162 °C"
5280537,"144.5 - 145 °C"
577614,"161 - 162 °C"
5154,"266 °C"
27694,"82 °C"
3479482,"243 - 248 °C"
5280520,"275 °C"
131750862,"260 - 265 °C"
636537,"143 - 145 °C"
638024,"129 °C"
408120,"192.5 °C"
628577,"140 - 141 °C"
4464646,"272 - 273 °C"
87253507,"195 °C"
4480892,"160 - 162 °C"
3914727,"214 - 215 °C"
14497053,"97.5 °C"
355553,"190 - 191 °C"
21998160,"215 °C"
12313328,"241 - 243 °C"
442530,"169 °C"
609663,"221 °C"
2360,"206 °C"
14779021,"182 - 185 °C"
131750866,"182 °C"
6560290,"260 °C"
164642,"252 °C"
